GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASN1E001,NAME_M,ASN1M001
"G20028800","2019-2023","KS",,,"Kansas","20",,,"Grenola city","28800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2028800",,,"2028800","Grenola city, Kansas",149,"Grenola city, Kansas",49
"G20028850","2019-2023","KS",,,"Kansas","20",,,"Gridley city","28850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2028850",,,"2028850","Gridley city, Kansas",375,"Gridley city, Kansas",92
"G20028900","2019-2023","KS",,,"Kansas","20",,,"Grinnell city","28900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2028900",,,"2028900","Grinnell city, Kansas",376,"Grinnell city, Kansas",117
"G20029250","2019-2023","KS",,,"Kansas","20",,,"Gypsum city","29250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029250",,,"2029250","Gypsum city, Kansas",385,"Gypsum city, Kansas",106
"G20029400","2019-2023","KS",,,"Kansas","20",,,"Haddam city","29400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029400",,,"2029400","Haddam city, Kansas",103,"Haddam city, Kansas",71
"G20029550","2019-2023","KS",,,"Kansas","20",,,"Hallowell CDP","29550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029550",,,"2029550","Hallowell CDP, Kansas",53,"Hallowell CDP, Kansas",37
"G20029600","2019-2023","KS",,,"Kansas","20",,,"Halstead city","29600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029600",,,"2029600","Halstead city, Kansas",2435,"Halstead city, Kansas",315
"G20029675","2019-2023","KS",,,"Kansas","20",,,"Hamilton city","29675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029675",,,"2029675","Hamilton city, Kansas",205,"Hamilton city, Kansas",66
"G20029700","2019-2023","KS",,,"Kansas","20",,,"Hamlin city","29700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029700",,,"2029700","Hamlin city, Kansas",21,"Hamlin city, Kansas",19
"G20029875","2019-2023","KS",,,"Kansas","20",,,"Hanover city","29875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029875",,,"2029875","Hanover city, Kansas",831,"Hanover city, Kansas",145
"G20029925","2019-2023","KS",,,"Kansas","20",,,"Hanston city","29925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2029925",,,"2029925","Hanston city, Kansas",260,"Hanston city, Kansas",79
"G20030000","2019-2023","KS",,,"Kansas","20",,,"Hardtner city","30000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030000",,,"2030000","Hardtner city, Kansas",240,"Hardtner city, Kansas",72
"G20030175","2019-2023","KS",,,"Kansas","20",,,"Harper city","30175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030175",,,"2030175","Harper city, Kansas",1191,"Harper city, Kansas",164
"G20030250","2019-2023","KS",,,"Kansas","20",,,"Harris CDP","30250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030250",,,"2030250","Harris CDP, Kansas",11,"Harris CDP, Kansas",16
"G20030475","2019-2023","KS",,,"Kansas","20",,,"Hartford city","30475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030475",,,"2030475","Hartford city, Kansas",442,"Hartford city, Kansas",116
"G20030575","2019-2023","KS",,,"Kansas","20",,,"Harveyville city","30575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030575",,,"2030575","Harveyville city, Kansas",167,"Harveyville city, Kansas",55
"G20030700","2019-2023","KS",,,"Kansas","20",,,"Havana city","30700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030700",,,"2030700","Havana city, Kansas",68,"Havana city, Kansas",38
"G20030725","2019-2023","KS",,,"Kansas","20",,,"Haven city","30725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030725",,,"2030725","Haven city, Kansas",1394,"Haven city, Kansas",334
"G20030775","2019-2023","KS",,,"Kansas","20",,,"Havensville city","30775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030775",,,"2030775","Havensville city, Kansas",184,"Havensville city, Kansas",114
"G20030825","2019-2023","KS",,,"Kansas","20",,,"Haviland city","30825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2030825",,,"2030825","Haviland city, Kansas",615,"Haviland city, Kansas",69
"G20031100","2019-2023","KS",,,"Kansas","20",,,"Hays city","31100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031100",,,"2031100","Hays city, Kansas",21078,"Hays city, Kansas",32
"G20031125","2019-2023","KS",,,"Kansas","20",,,"Haysville city","31125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031125",,,"2031125","Haysville city, Kansas",11117,"Haysville city, Kansas",280
"G20031150","2019-2023","KS",,,"Kansas","20",,,"Hazelton city","31150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031150",,,"2031150","Hazelton city, Kansas",89,"Hazelton city, Kansas",46
"G20031200","2019-2023","KS",,,"Kansas","20",,,"Healy CDP","31200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031200",,,"2031200","Healy CDP, Kansas",419,"Healy CDP, Kansas",148
"G20031375","2019-2023","KS",,,"Kansas","20",,,"Hepler city","31375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031375",,,"2031375","Hepler city, Kansas",118,"Hepler city, Kansas",79
"G20031400","2019-2023","KS",,,"Kansas","20",,,"Herington city","31400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031400",,,"2031400","Herington city, Kansas",2105,"Herington city, Kansas",225
"G20031425","2019-2023","KS",,,"Kansas","20",,,"Herkimer CDP","31425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031425",,,"2031425","Herkimer CDP, Kansas",0,"Herkimer CDP, Kansas",11
"G20031475","2019-2023","KS",,,"Kansas","20",,,"Herndon city","31475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031475",,,"2031475","Herndon city, Kansas",105,"Herndon city, Kansas",40
"G20031600","2019-2023","KS",,,"Kansas","20",,,"Hesston city","31600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031600",,,"2031600","Hesston city, Kansas",3747,"Hesston city, Kansas",179
"G20031675","2019-2023","KS",,,"Kansas","20",,,"Hiawatha city","31675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031675",,,"2031675","Hiawatha city, Kansas",3223,"Hiawatha city, Kansas",64
"G20031850","2019-2023","KS",,,"Kansas","20",,,"Highland city","31850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2031850",,,"2031850","Highland city, Kansas",1047,"Highland city, Kansas",124
"G20032175","2019-2023","KS",,,"Kansas","20",,,"Hill City city","32175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032175",,,"2032175","Hill City city, Kansas",1536,"Hill City city, Kansas",122
"G20032275","2019-2023","KS",,,"Kansas","20",,,"Hillsboro city","32275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032275",,,"2032275","Hillsboro city, Kansas",2716,"Hillsboro city, Kansas",32
"G20032300","2019-2023","KS",,,"Kansas","20",,,"Hillsdale CDP","32300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032300",,,"2032300","Hillsdale CDP, Kansas",115,"Hillsdale CDP, Kansas",87
"G20032550","2019-2023","KS",,,"Kansas","20",,,"Hoisington city","32550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032550",,,"2032550","Hoisington city, Kansas",2660,"Hoisington city, Kansas",18
"G20032575","2019-2023","KS",,,"Kansas","20",,,"Holcomb city","32575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032575",,,"2032575","Holcomb city, Kansas",2582,"Holcomb city, Kansas",326
"G20032650","2019-2023","KS",,,"Kansas","20",,,"Hollenberg city","32650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032650",,,"2032650","Hollenberg city, Kansas",15,"Hollenberg city, Kansas",13
"G20032825","2019-2023","KS",,,"Kansas","20",,,"Holton city","32825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032825",,,"2032825","Holton city, Kansas",3384,"Holton city, Kansas",18
"G20032850","2019-2023","KS",,,"Kansas","20",,,"Holyrood city","32850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032850",,,"2032850","Holyrood city, Kansas",381,"Holyrood city, Kansas",98
"G20032875","2019-2023","KS",,,"Kansas","20",,,"Home CDP","32875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2032875",,,"2032875","Home CDP, Kansas",76,"Home CDP, Kansas",44
"G20033075","2019-2023","KS",,,"Kansas","20",,,"Hope city","33075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033075",,,"2033075","Hope city, Kansas",463,"Hope city, Kansas",159
"G20033150","2019-2023","KS",,,"Kansas","20",,,"Horace city","33150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033150",,,"2033150","Horace city, Kansas",77,"Horace city, Kansas",41
"G20033200","2019-2023","KS",,,"Kansas","20",,,"Horton city","33200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033200",,,"2033200","Horton city, Kansas",1708,"Horton city, Kansas",174
"G20033250","2019-2023","KS",,,"Kansas","20",,,"Howard city","33250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033250",,,"2033250","Howard city, Kansas",553,"Howard city, Kansas",92
"G20033350","2019-2023","KS",,,"Kansas","20",,,"Hoxie city","33350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033350",,,"2033350","Hoxie city, Kansas",1191,"Hoxie city, Kansas",139
"G20033375","2019-2023","KS",,,"Kansas","20",,,"Hoyt city","33375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033375",,,"2033375","Hoyt city, Kansas",759,"Hoyt city, Kansas",196
"G20033400","2019-2023","KS",,,"Kansas","20",,,"Hudson city","33400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033400",,,"2033400","Hudson city, Kansas",88,"Hudson city, Kansas",37
"G20033425","2019-2023","KS",,,"Kansas","20",,,"Hugoton city","33425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033425",,,"2033425","Hugoton city, Kansas",4065,"Hugoton city, Kansas",266
"G20033450","2019-2023","KS",,,"Kansas","20",,,"Humboldt city","33450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033450",,,"2033450","Humboldt city, Kansas",1956,"Humboldt city, Kansas",305
"G20033500","2019-2023","KS",,,"Kansas","20",,,"Hunnewell city","33500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033500",,,"2033500","Hunnewell city, Kansas",84,"Hunnewell city, Kansas",64
"G20033525","2019-2023","KS",,,"Kansas","20",,,"Hunter city","33525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033525",,,"2033525","Hunter city, Kansas",65,"Hunter city, Kansas",44
"G20033575","2019-2023","KS",,,"Kansas","20",,,"Huron city","33575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033575",,,"2033575","Huron city, Kansas",33,"Huron city, Kansas",17
"G20033625","2019-2023","KS",,,"Kansas","20",,,"Hutchinson city","33625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033625",,,"2033625","Hutchinson city, Kansas",39837,"Hutchinson city, Kansas",71
"G20033700","2019-2023","KS",,,"Kansas","20",,,"Idana CDP","33700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033700",,,"2033700","Idana CDP, Kansas",30,"Idana CDP, Kansas",44
"G20033875","2019-2023","KS",,,"Kansas","20",,,"Independence city","33875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2033875",,,"2033875","Independence city, Kansas",8469,"Independence city, Kansas",27
"G20034225","2019-2023","KS",,,"Kansas","20",,,"Ingalls city","34225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034225",,,"2034225","Ingalls city, Kansas",305,"Ingalls city, Kansas",97
"G20034275","2019-2023","KS",,,"Kansas","20",,,"Inman city","34275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034275",,,"2034275","Inman city, Kansas",1425,"Inman city, Kansas",257
"G20034300","2019-2023","KS",,,"Kansas","20",,,"Iola city","34300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034300",,,"2034300","Iola city, Kansas",5368,"Iola city, Kansas",18
"G20034350","2019-2023","KS",,,"Kansas","20",,,"Ionia CDP","34350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034350",,,"2034350","Ionia CDP, Kansas",0,"Ionia CDP, Kansas",11
"G20034550","2019-2023","KS",,,"Kansas","20",,,"Isabel city","34550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034550",,,"2034550","Isabel city, Kansas",103,"Isabel city, Kansas",56
"G20034625","2019-2023","KS",,,"Kansas","20",,,"Iuka city","34625",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034625",,,"2034625","Iuka city, Kansas",226,"Iuka city, Kansas",82
"G20034975","2019-2023","KS",,,"Kansas","20",,,"Jamestown city","34975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2034975",,,"2034975","Jamestown city, Kansas",207,"Jamestown city, Kansas",54
"G20035375","2019-2023","KS",,,"Kansas","20",,,"Jennings city","35375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035375",,,"2035375","Jennings city, Kansas",89,"Jennings city, Kansas",43
"G20035450","2019-2023","KS",,,"Kansas","20",,,"Jetmore city","35450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035450",,,"2035450","Jetmore city, Kansas",678,"Jetmore city, Kansas",110
"G20035475","2019-2023","KS",,,"Kansas","20",,,"Jewell city","35475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035475",,,"2035475","Jewell city, Kansas",409,"Jewell city, Kansas",108
"G20035600","2019-2023","KS",,,"Kansas","20",,,"Johnson City city","35600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035600",,,"2035600","Johnson City city, Kansas",1244,"Johnson City city, Kansas",282
"G20035750","2019-2023","KS",,,"Kansas","20",,,"Junction City city","35750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035750",,,"2035750","Junction City city, Kansas",22431,"Junction City city, Kansas",34
"G20035950","2019-2023","KS",,,"Kansas","20",,,"Kanopolis city","35950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035950",,,"2035950","Kanopolis city, Kansas",567,"Kanopolis city, Kansas",114
"G20035975","2019-2023","KS",,,"Kansas","20",,,"Kanorado city","35975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2035975",,,"2035975","Kanorado city, Kansas",232,"Kanorado city, Kansas",116
"G20036000","2019-2023","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036000",,,"2036000","Kansas City city, Kansas",154776,"Kansas City city, Kansas",26
"G20036200","2019-2023","KS",,,"Kansas","20",,,"Keats CDP","36200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036200",,,"2036200","Keats CDP, Kansas",129,"Keats CDP, Kansas",144
"G20036225","2019-2023","KS",,,"Kansas","20",,,"Kechi city","36225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036225",,,"2036225","Kechi city, Kansas",2935,"Kechi city, Kansas",448
"G20036375","2019-2023","KS",,,"Kansas","20",,,"Kelly CDP","36375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036375",,,"2036375","Kelly CDP, Kansas",1,"Kelly CDP, Kansas",3
"G20036550","2019-2023","KS",,,"Kansas","20",,,"Kensington city","36550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036550",,,"2036550","Kensington city, Kansas",572,"Kensington city, Kansas",135
"G20036735","2019-2023","KS",,,"Kansas","20",,,"Kickapoo Site 1 CDP","36735",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036735",,,"2036735","Kickapoo Site 1 CDP, Kansas",75,"Kickapoo Site 1 CDP, Kansas",37
"G20036736","2019-2023","KS",,,"Kansas","20",,,"Kickapoo Site 2 CDP","36736",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036736",,,"2036736","Kickapoo Site 2 CDP, Kansas",19,"Kickapoo Site 2 CDP, Kansas",12
"G20036739","2019-2023","KS",,,"Kansas","20",,,"Kickapoo Site 5 CDP","36739",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036739",,,"2036739","Kickapoo Site 5 CDP, Kansas",106,"Kickapoo Site 5 CDP, Kansas",37
"G20036740","2019-2023","KS",,,"Kansas","20",,,"Kickapoo Site 6 CDP","36740",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036740",,,"2036740","Kickapoo Site 6 CDP, Kansas",0,"Kickapoo Site 6 CDP, Kansas",11
"G20036741","2019-2023","KS",,,"Kansas","20",,,"Kickapoo Site 7 CDP","36741",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036741",,,"2036741","Kickapoo Site 7 CDP, Kansas",50,"Kickapoo Site 7 CDP, Kansas",25
"G20036744","2019-2023","KS",,,"Kansas","20",,,"Kickapoo Tribal Center CDP","36744",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036744",,,"2036744","Kickapoo Tribal Center CDP, Kansas",136,"Kickapoo Tribal Center CDP, Kansas",52
"G20036875","2019-2023","KS",,,"Kansas","20",,,"Kincaid city","36875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036875",,,"2036875","Kincaid city, Kansas",178,"Kincaid city, Kansas",124
"G20036950","2019-2023","KS",,,"Kansas","20",,,"Kingman city","36950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2036950",,,"2036950","Kingman city, Kansas",3003,"Kingman city, Kansas",20
"G20037075","2019-2023","KS",,,"Kansas","20",,,"Kinsley city","37075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037075",,,"2037075","Kinsley city, Kansas",1342,"Kinsley city, Kansas",96
"G20037125","2019-2023","KS",,,"Kansas","20",,,"Kiowa city","37125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037125",,,"2037125","Kiowa city, Kansas",780,"Kiowa city, Kansas",114
"G20037200","2019-2023","KS",,,"Kansas","20",,,"Kipp CDP","37200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037200",,,"2037200","Kipp CDP, Kansas",81,"Kipp CDP, Kansas",106
"G20037275","2019-2023","KS",,,"Kansas","20",,,"Kirwin city","37275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037275",,,"2037275","Kirwin city, Kansas",84,"Kirwin city, Kansas",37
"G20037325","2019-2023","KS",,,"Kansas","20",,,"Kismet city","37325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037325",,,"2037325","Kismet city, Kansas",476,"Kismet city, Kansas",231
"G20037375","2019-2023","KS",,,"Kansas","20",,,"Labette city","37375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037375",,,"2037375","Labette city, Kansas",23,"Labette city, Kansas",13
"G20037500","2019-2023","KS",,,"Kansas","20",,,"La Crosse city","37500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037500",,,"2037500","La Crosse city, Kansas",1081,"La Crosse city, Kansas",148
"G20037575","2019-2023","KS",,,"Kansas","20",,,"La Cygne city","37575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037575",,,"2037575","La Cygne city, Kansas",1368,"La Cygne city, Kansas",161
"G20037675","2019-2023","KS",,,"Kansas","20",,,"Lafontaine CDP","37675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037675",,,"2037675","Lafontaine CDP, Kansas",51,"Lafontaine CDP, Kansas",43
"G20037725","2019-2023","KS",,,"Kansas","20",,,"La Harpe city","37725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037725",,,"2037725","La Harpe city, Kansas",424,"La Harpe city, Kansas",131
"G20037875","2019-2023","KS",,,"Kansas","20",,,"Lake City CDP","37875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037875",,,"2037875","Lake City CDP, Kansas",0,"Lake City CDP, Kansas",11
"G20037975","2019-2023","KS",,,"Kansas","20",,,"Lake Quivira city","37975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2037975",,,"2037975","Lake Quivira city, Kansas",942,"Lake Quivira city, Kansas",145
"G20038175","2019-2023","KS",,,"Kansas","20",,,"Lakin city","38175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038175",,,"2038175","Lakin city, Kansas",2069,"Lakin city, Kansas",310
"G20038325","2019-2023","KS",,,"Kansas","20",,,"Lancaster city","38325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038325",,,"2038325","Lancaster city, Kansas",356,"Lancaster city, Kansas",121
"G20038400","2019-2023","KS",,,"Kansas","20",,,"Lane city","38400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038400",,,"2038400","Lane city, Kansas",170,"Lane city, Kansas",50
"G20038500","2019-2023","KS",,,"Kansas","20",,,"Langdon city","38500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038500",,,"2038500","Langdon city, Kansas",32,"Langdon city, Kansas",22
"G20038650","2019-2023","KS",,,"Kansas","20",,,"Lansing city","38650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038650",,,"2038650","Lansing city, Kansas",11229,"Lansing city, Kansas",25
"G20038700","2019-2023","KS",,,"Kansas","20",,,"Larned city","38700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038700",,,"2038700","Larned city, Kansas",3328,"Larned city, Kansas",231
"G20038775","2019-2023","KS",,,"Kansas","20",,,"Latham city","38775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038775",,,"2038775","Latham city, Kansas",164,"Latham city, Kansas",120
"G20038800","2019-2023","KS",,,"Kansas","20",,,"Latimer city","38800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038800",,,"2038800","Latimer city, Kansas",66,"Latimer city, Kansas",70
"G20038900","2019-2023","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2038900",,,"2038900","Lawrence city, Kansas",95459,"Lawrence city, Kansas",30
"G20039000","2019-2023","KS",,,"Kansas","20",,,"Leavenworth city","39000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039000",,,"2039000","Leavenworth city, Kansas",37176,"Leavenworth city, Kansas",32
"G20039075","2019-2023","KS",,,"Kansas","20",,,"Leawood city","39075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039075",,,"2039075","Leawood city, Kansas",33844,"Leawood city, Kansas",44
"G20039100","2019-2023","KS",,,"Kansas","20",,,"Lebanon city","39100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039100",,,"2039100","Lebanon city, Kansas",188,"Lebanon city, Kansas",61
"G20039125","2019-2023","KS",,,"Kansas","20",,,"Lebo city","39125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039125",,,"2039125","Lebo city, Kansas",806,"Lebo city, Kansas",193
"G20039150","2019-2023","KS",,,"Kansas","20",,,"Lecompton city","39150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039150",,,"2039150","Lecompton city, Kansas",762,"Lecompton city, Kansas",235
"G20039225","2019-2023","KS",,,"Kansas","20",,,"Lehigh city","39225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039225",,,"2039225","Lehigh city, Kansas",189,"Lehigh city, Kansas",80
"G20039350","2019-2023","KS",,,"Kansas","20",,,"Lenexa city","39350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039350",,,"2039350","Lenexa city, Kansas",57986,"Lenexa city, Kansas",77
"G20039400","2019-2023","KS",,,"Kansas","20",,,"Lenora city","39400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039400",,,"2039400","Lenora city, Kansas",199,"Lenora city, Kansas",86
"G20039450","2019-2023","KS",,,"Kansas","20",,,"Leon city","39450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039450",,,"2039450","Leon city, Kansas",519,"Leon city, Kansas",104
"G20039475","2019-2023","KS",,,"Kansas","20",,,"Leona city","39475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039475",,,"2039475","Leona city, Kansas",49,"Leona city, Kansas",33
"G20039500","2019-2023","KS",,,"Kansas","20",,,"Leonardville city","39500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039500",,,"2039500","Leonardville city, Kansas",600,"Leonardville city, Kansas",178
"G20039550","2019-2023","KS",,,"Kansas","20",,,"Leoti city","39550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039550",,,"2039550","Leoti city, Kansas",1461,"Leoti city, Kansas",163
"G20039650","2019-2023","KS",,,"Kansas","20",,,"LeRoy city","39650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039650",,,"2039650","LeRoy city, Kansas",461,"LeRoy city, Kansas",120
"G20039700","2019-2023","KS",,,"Kansas","20",,,"Levant CDP","39700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039700",,,"2039700","Levant CDP, Kansas",57,"Levant CDP, Kansas",60
"G20039725","2019-2023","KS",,,"Kansas","20",,,"Lewis city","39725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039725",,,"2039725","Lewis city, Kansas",477,"Lewis city, Kansas",99
"G20039825","2019-2023","KS",,,"Kansas","20",,,"Liberal city","39825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2039825",,,"2039825","Liberal city, Kansas",19107,"Liberal city, Kansas",474
"G20040250","2019-2023","KS",,,"Kansas","20",,,"Liberty city","40250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2040250",,,"2040250","Liberty city, Kansas",128,"Liberty city, Kansas",65
"G20040400","2019-2023","KS",,,"Kansas","20",,,"Liebenthal city","40400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2040400",,,"2040400","Liebenthal city, Kansas",85,"Liebenthal city, Kansas",35
"G20041300","2019-2023","KS",,,"Kansas","20",,,"Lincoln Center city","41300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041300",,,"2041300","Lincoln Center city, Kansas",1015,"Lincoln Center city, Kansas",143
"G20041325","2019-2023","KS",,,"Kansas","20",,,"Lincolnville city","41325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041325",,,"2041325","Lincolnville city, Kansas",204,"Lincolnville city, Kansas",64
"G20041375","2019-2023","KS",,,"Kansas","20",,,"Lindsborg city","41375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041375",,,"2041375","Lindsborg city, Kansas",3773,"Lindsborg city, Kansas",30
