GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASN1E001,NAME_M,ASN1M001
"G20041425","2019-2023","KS",,,"Kansas","20",,,"Linn city","41425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041425",,,"2041425","Linn city, Kansas",478,"Linn city, Kansas",95
"G20041465","2019-2023","KS",,,"Kansas","20",,,"Linn Valley city","41465",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041465",,,"2041465","Linn Valley city, Kansas",944,"Linn Valley city, Kansas",170
"G20041475","2019-2023","KS",,,"Kansas","20",,,"Linwood city","41475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041475",,,"2041475","Linwood city, Kansas",317,"Linwood city, Kansas",117
"G20041575","2019-2023","KS",,,"Kansas","20",,,"Little River city","41575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2041575",,,"2041575","Little River city, Kansas",427,"Little River city, Kansas",96
"G20042100","2019-2023","KS",,,"Kansas","20",,,"Logan city","42100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042100",,,"2042100","Logan city, Kansas",626,"Logan city, Kansas",168
"G20042425","2019-2023","KS",,,"Kansas","20",,,"Lone Elm city","42425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042425",,,"2042425","Lone Elm city, Kansas",34,"Lone Elm city, Kansas",38
"G20042575","2019-2023","KS",,,"Kansas","20",,,"Longford city","42575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042575",,,"2042575","Longford city, Kansas",44,"Longford city, Kansas",30
"G20042600","2019-2023","KS",,,"Kansas","20",,,"Long Island city","42600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042600",,,"2042600","Long Island city, Kansas",143,"Long Island city, Kansas",53
"G20042650","2019-2023","KS",,,"Kansas","20",,,"Longton city","42650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042650",,,"2042650","Longton city, Kansas",286,"Longton city, Kansas",71
"G20042800","2019-2023","KS",,,"Kansas","20",,,"Lorraine city","42800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042800",,,"2042800","Lorraine city, Kansas",152,"Lorraine city, Kansas",67
"G20042825","2019-2023","KS",,,"Kansas","20",,,"Lost Springs city","42825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042825",,,"2042825","Lost Springs city, Kansas",49,"Lost Springs city, Kansas",43
"G20042875","2019-2023","KS",,,"Kansas","20",,,"Louisburg city","42875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042875",,,"2042875","Louisburg city, Kansas",5034,"Louisburg city, Kansas",34
"G20042925","2019-2023","KS",,,"Kansas","20",,,"Louisville city","42925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2042925",,,"2042925","Louisville city, Kansas",174,"Louisville city, Kansas",110
"G20043050","2019-2023","KS",,,"Kansas","20",,,"Lowell CDP","43050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043050",,,"2043050","Lowell CDP, Kansas",304,"Lowell CDP, Kansas",149
"G20043150","2019-2023","KS",,,"Kansas","20",,,"Lucas city","43150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043150",,,"2043150","Lucas city, Kansas",449,"Lucas city, Kansas",110
"G20043175","2019-2023","KS",,,"Kansas","20",,,"Ludell CDP","43175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043175",,,"2043175","Ludell CDP, Kansas",14,"Ludell CDP, Kansas",15
"G20043250","2019-2023","KS",,,"Kansas","20",,,"Luray city","43250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043250",,,"2043250","Luray city, Kansas",159,"Luray city, Kansas",77
"G20043350","2019-2023","KS",,,"Kansas","20",,,"Lyndon city","43350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043350",,,"2043350","Lyndon city, Kansas",1184,"Lyndon city, Kansas",184
"G20043525","2019-2023","KS",,,"Kansas","20",,,"Lyons city","43525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043525",,,"2043525","Lyons city, Kansas",3562,"Lyons city, Kansas",54
"G20043675","2019-2023","KS",,,"Kansas","20",,,"McConnell AFB CDP","43675",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043675",,,"2043675","McConnell AFB CDP, Kansas",1952,"McConnell AFB CDP, Kansas",303
"G20043700","2019-2023","KS",,,"Kansas","20",,,"McCracken city","43700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043700",,,"2043700","McCracken city, Kansas",120,"McCracken city, Kansas",42
"G20043725","2019-2023","KS",,,"Kansas","20",,,"McCune city","43725",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043725",,,"2043725","McCune city, Kansas",268,"McCune city, Kansas",64
"G20043750","2019-2023","KS",,,"Kansas","20",,,"McDonald city","43750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043750",,,"2043750","McDonald city, Kansas",190,"McDonald city, Kansas",75
"G20043775","2019-2023","KS",,,"Kansas","20",,,"McFarland city","43775",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043775",,,"2043775","McFarland city, Kansas",356,"McFarland city, Kansas",118
"G20043850","2019-2023","KS",,,"Kansas","20",,,"Macksville city","43850",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043850",,,"2043850","Macksville city, Kansas",585,"Macksville city, Kansas",133
"G20043900","2019-2023","KS",,,"Kansas","20",,,"McLouth city","43900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043900",,,"2043900","McLouth city, Kansas",891,"McLouth city, Kansas",212
"G20043950","2019-2023","KS",,,"Kansas","20",,,"McPherson city","43950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2043950",,,"2043950","McPherson city, Kansas",13956,"McPherson city, Kansas",35
"G20044050","2019-2023","KS",,,"Kansas","20",,,"Madison city","44050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044050",,,"2044050","Madison city, Kansas",943,"Madison city, Kansas",169
"G20044150","2019-2023","KS",,,"Kansas","20",,,"Mahaska city","44150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044150",,,"2044150","Mahaska city, Kansas",40,"Mahaska city, Kansas",22
"G20044200","2019-2023","KS",,,"Kansas","20",,,"Maize city","44200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044200",,,"2044200","Maize city, Kansas",5990,"Maize city, Kansas",727
"G20044225","2019-2023","KS",,,"Kansas","20",,,"Manchester city","44225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044225",,,"2044225","Manchester city, Kansas",77,"Manchester city, Kansas",48
"G20044250","2019-2023","KS",,,"Kansas","20",,,"Manhattan city","44250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044250",,,"2044250","Manhattan city, Kansas",53951,"Manhattan city, Kansas",56
"G20044300","2019-2023","KS",,,"Kansas","20",,,"Mankato city","44300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044300",,,"2044300","Mankato city, Kansas",801,"Mankato city, Kansas",111
"G20044375","2019-2023","KS",,,"Kansas","20",,,"Manter city","44375",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044375",,,"2044375","Manter city, Kansas",92,"Manter city, Kansas",74
"G20044500","2019-2023","KS",,,"Kansas","20",,,"Maple Hill city","44500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044500",,,"2044500","Maple Hill city, Kansas",768,"Maple Hill city, Kansas",163
"G20044550","2019-2023","KS",,,"Kansas","20",,,"Mapleton city","44550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044550",,,"2044550","Mapleton city, Kansas",269,"Mapleton city, Kansas",198
"G20044600","2019-2023","KS",,,"Kansas","20",,,"Marienthal CDP","44600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044600",,,"2044600","Marienthal CDP, Kansas",15,"Marienthal CDP, Kansas",18
"G20044750","2019-2023","KS",,,"Kansas","20",,,"Marion city","44750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044750",,,"2044750","Marion city, Kansas",2010,"Marion city, Kansas",230
"G20044925","2019-2023","KS",,,"Kansas","20",,,"Marquette city","44925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2044925",,,"2044925","Marquette city, Kansas",637,"Marquette city, Kansas",137
"G20045050","2019-2023","KS",,,"Kansas","20",,,"Marysville city","45050",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045050",,,"2045050","Marysville city, Kansas",3423,"Marysville city, Kansas",18
"G20045150","2019-2023","KS",,,"Kansas","20",,,"Matfield Green city","45150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045150",,,"2045150","Matfield Green city, Kansas",60,"Matfield Green city, Kansas",41
"G20045250","2019-2023","KS",,,"Kansas","20",,,"Mayetta city","45250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045250",,,"2045250","Mayetta city, Kansas",347,"Mayetta city, Kansas",96
"G20045275","2019-2023","KS",,,"Kansas","20",,,"Mayfield city","45275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045275",,,"2045275","Mayfield city, Kansas",74,"Mayfield city, Kansas",35
"G20045325","2019-2023","KS",,,"Kansas","20",,,"Meade city","45325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045325",,,"2045325","Meade city, Kansas",1274,"Meade city, Kansas",159
"G20045500","2019-2023","KS",,,"Kansas","20",,,"Medicine Lodge city","45500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045500",,,"2045500","Medicine Lodge city, Kansas",1518,"Medicine Lodge city, Kansas",225
"G20045700","2019-2023","KS",,,"Kansas","20",,,"Melvern city","45700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045700",,,"2045700","Melvern city, Kansas",304,"Melvern city, Kansas",88
"G20045750","2019-2023","KS",,,"Kansas","20",,,"Menlo city","45750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045750",,,"2045750","Menlo city, Kansas",33,"Menlo city, Kansas",25
"G20045875","2019-2023","KS",,,"Kansas","20",,,"Mentor CDP","45875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045875",,,"2045875","Mentor CDP, Kansas",85,"Mentor CDP, Kansas",63
"G20045950","2019-2023","KS",,,"Kansas","20",,,"Meriden city","45950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2045950",,,"2045950","Meriden city, Kansas",798,"Meriden city, Kansas",222
"G20046000","2019-2023","KS",,,"Kansas","20",,,"Merriam city","46000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2046000",,,"2046000","Merriam city, Kansas",11036,"Merriam city, Kansas",28
"G20046450","2019-2023","KS",,,"Kansas","20",,,"Milan city","46450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2046450",,,"2046450","Milan city, Kansas",82,"Milan city, Kansas",69
"G20046500","2019-2023","KS",,,"Kansas","20",,,"Mildred CDP","46500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2046500",,,"2046500","Mildred CDP, Kansas",6,"Mildred CDP, Kansas",8
"G20046525","2019-2023","KS",,,"Kansas","20",,,"Milford city","46525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2046525",,,"2046525","Milford city, Kansas",307,"Milford city, Kansas",102
"G20046925","2019-2023","KS",,,"Kansas","20",,,"Milton CDP","46925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2046925",,,"2046925","Milton CDP, Kansas",166,"Milton CDP, Kansas",143
"G20046950","2019-2023","KS",,,"Kansas","20",,,"Miltonvale city","46950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2046950",,,"2046950","Miltonvale city, Kansas",422,"Miltonvale city, Kansas",96
"G20047075","2019-2023","KS",,,"Kansas","20",,,"Minneapolis city","47075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047075",,,"2047075","Minneapolis city, Kansas",2101,"Minneapolis city, Kansas",256
"G20047150","2019-2023","KS",,,"Kansas","20",,,"Minneola city","47150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047150",,,"2047150","Minneola city, Kansas",703,"Minneola city, Kansas",137
"G20047225","2019-2023","KS",,,"Kansas","20",,,"Mission city","47225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047225",,,"2047225","Mission city, Kansas",9928,"Mission city, Kansas",49
"G20047350","2019-2023","KS",,,"Kansas","20",,,"Mission Hills city","47350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047350",,,"2047350","Mission Hills city, Kansas",3556,"Mission Hills city, Kansas",37
"G20047425","2019-2023","KS",,,"Kansas","20",,,"Mission Woods city","47425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047425",,,"2047425","Mission Woods city, Kansas",182,"Mission Woods city, Kansas",43
"G20047600","2019-2023","KS",,,"Kansas","20",,,"Moline city","47600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047600",,,"2047600","Moline city, Kansas",375,"Moline city, Kansas",76
"G20047875","2019-2023","KS",,,"Kansas","20",,,"Montezuma city","47875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047875",,,"2047875","Montezuma city, Kansas",878,"Montezuma city, Kansas",136
"G20047975","2019-2023","KS",,,"Kansas","20",,,"Mont Ida CDP","47975",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2047975",,,"2047975","Mont Ida CDP, Kansas",0,"Mont Ida CDP, Kansas",11
"G20048025","2019-2023","KS",,,"Kansas","20",,,"Monument CDP","48025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048025",,,"2048025","Monument CDP, Kansas",81,"Monument CDP, Kansas",58
"G20048125","2019-2023","KS",,,"Kansas","20",,,"Moran city","48125",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048125",,,"2048125","Moran city, Kansas",455,"Moran city, Kansas",162
"G20048225","2019-2023","KS",,,"Kansas","20",,,"Morganville city","48225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048225",,,"2048225","Morganville city, Kansas",170,"Morganville city, Kansas",64
"G20048275","2019-2023","KS",,,"Kansas","20",,,"Morland city","48275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048275",,,"2048275","Morland city, Kansas",143,"Morland city, Kansas",52
"G20048300","2019-2023","KS",,,"Kansas","20",,,"Morrill city","48300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048300",,,"2048300","Morrill city, Kansas",213,"Morrill city, Kansas",87
"G20048450","2019-2023","KS",,,"Kansas","20",,,"Morrowville city","48450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048450",,,"2048450","Morrowville city, Kansas",147,"Morrowville city, Kansas",52
"G20048600","2019-2023","KS",,,"Kansas","20",,,"Moscow city","48600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048600",,,"2048600","Moscow city, Kansas",197,"Moscow city, Kansas",105
"G20048750","2019-2023","KS",,,"Kansas","20",,,"Mound City city","48750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048750",,,"2048750","Mound City city, Kansas",866,"Mound City city, Kansas",196
"G20048800","2019-2023","KS",,,"Kansas","20",,,"Moundridge city","48800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048800",,,"2048800","Moundridge city, Kansas",1654,"Moundridge city, Kansas",240
"G20048825","2019-2023","KS",,,"Kansas","20",,,"Mound Valley city","48825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048825",,,"2048825","Mound Valley city, Kansas",320,"Mound Valley city, Kansas",112
"G20048900","2019-2023","KS",,,"Kansas","20",,,"Mount Hope city","48900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2048900",,,"2048900","Mount Hope city, Kansas",754,"Mount Hope city, Kansas",150
"G20049025","2019-2023","KS",,,"Kansas","20",,,"Mulberry city","49025",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049025",,,"2049025","Mulberry city, Kansas",419,"Mulberry city, Kansas",133
"G20049075","2019-2023","KS",,,"Kansas","20",,,"Mullinville city","49075",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049075",,,"2049075","Mullinville city, Kansas",230,"Mullinville city, Kansas",69
"G20049100","2019-2023","KS",,,"Kansas","20",,,"Mulvane city","49100",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049100",,,"2049100","Mulvane city, Kansas",5829,"Mulvane city, Kansas",532
"G20049150","2019-2023","KS",,,"Kansas","20",,,"Munden city","49150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049150",,,"2049150","Munden city, Kansas",178,"Munden city, Kansas",76
"G20049200","2019-2023","KS",,,"Kansas","20",,,"Munjor CDP","49200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049200",,,"2049200","Munjor CDP, Kansas",115,"Munjor CDP, Kansas",73
"G20049250","2019-2023","KS",,,"Kansas","20",,,"Murdock CDP","49250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049250",,,"2049250","Murdock CDP, Kansas",39,"Murdock CDP, Kansas",26
"G20049325","2019-2023","KS",,,"Kansas","20",,,"Muscotah city","49325",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049325",,,"2049325","Muscotah city, Kansas",138,"Muscotah city, Kansas",48
"G20049350","2019-2023","KS",,,"Kansas","20",,,"Narka city","49350",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049350",,,"2049350","Narka city, Kansas",62,"Narka city, Kansas",36
"G20049400","2019-2023","KS",,,"Kansas","20",,,"Nashville city","49400",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049400",,,"2049400","Nashville city, Kansas",52,"Nashville city, Kansas",27
"G20049425","2019-2023","KS",,,"Kansas","20",,,"Natoma city","49425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049425",,,"2049425","Natoma city, Kansas",371,"Natoma city, Kansas",86
"G20049525","2019-2023","KS",,,"Kansas","20",,,"Navarre CDP","49525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049525",,,"2049525","Navarre CDP, Kansas",68,"Navarre CDP, Kansas",94
"G20049550","2019-2023","KS",,,"Kansas","20",,,"Neal CDP","49550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049550",,,"2049550","Neal CDP, Kansas",39,"Neal CDP, Kansas",37
"G20049650","2019-2023","KS",,,"Kansas","20",,,"Neodesha city","49650",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049650",,,"2049650","Neodesha city, Kansas",2311,"Neodesha city, Kansas",276
"G20049825","2019-2023","KS",,,"Kansas","20",,,"Neosho Falls city","49825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049825",,,"2049825","Neosho Falls city, Kansas",139,"Neosho Falls city, Kansas",62
"G20049875","2019-2023","KS",,,"Kansas","20",,,"Neosho Rapids city","49875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049875",,,"2049875","Neosho Rapids city, Kansas",305,"Neosho Rapids city, Kansas",145
"G20049925","2019-2023","KS",,,"Kansas","20",,,"Ness City city","49925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049925",,,"2049925","Ness City city, Kansas",1136,"Ness City city, Kansas",153
"G20049950","2019-2023","KS",,,"Kansas","20",,,"Netawaka city","49950",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2049950",,,"2049950","Netawaka city, Kansas",158,"Netawaka city, Kansas",59
"G20050150","2019-2023","KS",,,"Kansas","20",,,"New Albany city","50150",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050150",,,"2050150","New Albany city, Kansas",66,"New Albany city, Kansas",51
"G20050250","2019-2023","KS",,,"Kansas","20",,,"Newbury CDP","50250",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050250",,,"2050250","Newbury CDP, Kansas",44,"Newbury CDP, Kansas",42
"G20050300","2019-2023","KS",,,"Kansas","20",,,"New Cambria city","50300",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050300",,,"2050300","New Cambria city, Kansas",131,"New Cambria city, Kansas",79
"G20050425","2019-2023","KS",,,"Kansas","20",,,"New Salem CDP","50425",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050425",,,"2050425","New Salem CDP, Kansas",24,"New Salem CDP, Kansas",24
"G20050450","2019-2023","KS",,,"Kansas","20",,,"New Strawn city","50450",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050450",,,"2050450","New Strawn city, Kansas",408,"New Strawn city, Kansas",80
"G20050475","2019-2023","KS",,,"Kansas","20",,,"Newton city","50475",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050475",,,"2050475","Newton city, Kansas",18443,"Newton city, Kansas",35
"G20050525","2019-2023","KS",,,"Kansas","20",,,"Nickerson city","50525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050525",,,"2050525","Nickerson city, Kansas",1088,"Nickerson city, Kansas",210
"G20050550","2019-2023","KS",,,"Kansas","20",,,"Nicodemus CDP","50550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050550",,,"2050550","Nicodemus CDP, Kansas",0,"Nicodemus CDP, Kansas",11
"G20050600","2019-2023","KS",,,"Kansas","20",,,"Niles CDP","50600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050600",,,"2050600","Niles CDP, Kansas",120,"Niles CDP, Kansas",85
"G20050750","2019-2023","KS",,,"Kansas","20",,,"Niotaze city","50750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050750",,,"2050750","Niotaze city, Kansas",130,"Niotaze city, Kansas",63
"G20050925","2019-2023","KS",,,"Kansas","20",,,"Norcatur city","50925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2050925",,,"2050925","Norcatur city, Kansas",202,"Norcatur city, Kansas",77
"G20051225","2019-2023","KS",,,"Kansas","20",,,"North Newton city","51225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051225",,,"2051225","North Newton city, Kansas",2150,"North Newton city, Kansas",246
"G20051500","2019-2023","KS",,,"Kansas","20",,,"Norton city","51500",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051500",,,"2051500","Norton city, Kansas",2704,"Norton city, Kansas",36
"G20051525","2019-2023","KS",,,"Kansas","20",,,"Nortonville city","51525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051525",,,"2051525","Nortonville city, Kansas",797,"Nortonville city, Kansas",171
"G20051550","2019-2023","KS",,,"Kansas","20",,,"Norway CDP","51550",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051550",,,"2051550","Norway CDP, Kansas",6,"Norway CDP, Kansas",11
"G20051600","2019-2023","KS",,,"Kansas","20",,,"Norwich city","51600",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051600",,,"2051600","Norwich city, Kansas",483,"Norwich city, Kansas",103
"G20051700","2019-2023","KS",,,"Kansas","20",,,"Oak Hill city","51700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051700",,,"2051700","Oak Hill city, Kansas",14,"Oak Hill city, Kansas",11
"G20051810","2019-2023","KS",,,"Kansas","20",,,"Oaklawn-Sunview CDP","51810",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051810",,,"2051810","Oaklawn-Sunview CDP, Kansas",2952,"Oaklawn-Sunview CDP, Kansas",378
"G20051825","2019-2023","KS",,,"Kansas","20",,,"Oakley city","51825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2051825",,,"2051825","Oakley city, Kansas",2049,"Oakley city, Kansas",123
"G20052000","2019-2023","KS",,,"Kansas","20",,,"Oberlin city","52000",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052000",,,"2052000","Oberlin city, Kansas",1763,"Oberlin city, Kansas",160
"G20052175","2019-2023","KS",,,"Kansas","20",,,"Odin CDP","52175",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052175",,,"2052175","Odin CDP, Kansas",62,"Odin CDP, Kansas",64
"G20052200","2019-2023","KS",,,"Kansas","20",,,"Offerle city","52200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052200",,,"2052200","Offerle city, Kansas",186,"Offerle city, Kansas",56
"G20052225","2019-2023","KS",,,"Kansas","20",,,"Ogallah CDP","52225",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052225",,,"2052225","Ogallah CDP, Kansas",12,"Ogallah CDP, Kansas",17
"G20052275","2019-2023","KS",,,"Kansas","20",,,"Ogden city","52275",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052275",,,"2052275","Ogden city, Kansas",1628,"Ogden city, Kansas",342
"G20052525","2019-2023","KS",,,"Kansas","20",,,"Oketo city","52525",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052525",,,"2052525","Oketo city, Kansas",105,"Oketo city, Kansas",72
"G20052575","2019-2023","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052575",,,"2052575","Olathe city, Kansas",143720,"Olathe city, Kansas",63
"G20052700","2019-2023","KS",,,"Kansas","20",,,"Olivet city","52700",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052700",,,"2052700","Olivet city, Kansas",111,"Olivet city, Kansas",51
"G20052750","2019-2023","KS",,,"Kansas","20",,,"Olmitz city","52750",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052750",,,"2052750","Olmitz city, Kansas",77,"Olmitz city, Kansas",38
"G20052800","2019-2023","KS",,,"Kansas","20",,,"Olpe city","52800",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052800",,,"2052800","Olpe city, Kansas",603,"Olpe city, Kansas",156
"G20052825","2019-2023","KS",,,"Kansas","20",,,"Olsburg city","52825",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052825",,,"2052825","Olsburg city, Kansas",274,"Olsburg city, Kansas",94
"G20052875","2019-2023","KS",,,"Kansas","20",,,"Onaga city","52875",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052875",,,"2052875","Onaga city, Kansas",680,"Onaga city, Kansas",147
"G20052900","2019-2023","KS",,,"Kansas","20",,,"Oneida city","52900",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052900",,,"2052900","Oneida city, Kansas",155,"Oneida city, Kansas",106
"G20052925","2019-2023","KS",,,"Kansas","20",,,"Opolis CDP","52925",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2052925",,,"2052925","Opolis CDP, Kansas",12,"Opolis CDP, Kansas",19
"G20053200","2019-2023","KS",,,"Kansas","20",,,"Osage City city","53200",,,,,,,,,,,,,".",".",,,,,,,,,,,,"1600000US2053200",,,"2053200","Osage City city, Kansas",2837,"Osage City city, Kansas",27
